4.07	1	0.83246
4.08	1	1.8331
4.09	1	3.1778
4.1	1	2.1191
4.11	1	1.3549
4.12	1	1.9043
4.13	1	2.6306
4.14	1	3.8466
4.15	1	3.4355
4.16	1	4.1159
4.17	1	4.1539
4.18	1	4.2653
4.19	1	5.4855
4.2	1	4.2673
4.21	1	4.5681
4.22	1	5.3421
4.23	1	6.2108
4.24	1	6.5698
4.25	1	5.2375
4.26	1	6.78
4.27	1	6.3387
4.28	1	6.8499
4.29	1	6.2689
4.3	1	7.3011
4.31	1	7.3038
4.32	1	7.6108
4.33	1	8.9718
4.34	1	9.0766
4.35	1	9.0149
4.36	1	8.3902
4.37	1	8.6289
4.38	1	9.6453
4.39	1	8.7678
4.4	1	9.9509
4.41	1	9.8649
4.42	1	10.683
4.43	1	10.144
4.44	1	10.907
4.45	1	10.351
4.46	1	11.533
4.47	1	11.631
4.48	1	11.126
4.49	1	12.149
4.5	1	12.549
4.51	1	12.3
4.52	1	13.403
4.53	1	12.904
4.54	1	12.556
4.55	1	13.559
4.56	1	13.509
4.57	1	13.889
4.58	1	13.735
4.59	1	15.155
4.6	1	14.308
4.61	1	15.18
4.62	1	15.351
4.63	1	16.014
4.64	1	15.504
4.65	1	16.448
4.66	1	16.95
4.67	1	16.627
4.68	1	16.781
4.69	1	17.471
4.7	1	17.442
4.71	1	18.691
4.72	1	18.063
4.73	1	17.215
4.74	1	18.844
4.75	1	19.083
4.76	1	18.456
4.77	1	18.919
4.78	1	19.902
4.79	1	19.254
4.8	1	19.71
4.81	1	20.359
4.82	1	19.914
4.83	1	20.865
4.84	1	20.97
4.85	1	22.12
4.86	1	21.716
4.87	1	21.437
4.88	1	22.439
4.89	1	22
4.9	1	23.025
4.91	1	21.975
4.92	1	23.52
4.93	1	23.455
4.94	1	23.802
4.95	1	23.539
4.96	1	24.369
4.97	1	24.211
4.98	1	24.657
4.99	1	24.417
5	1	25.375
5.01	1	25.212
5.02	1	25.891
5.03	1	26.113
5.04	1	25.519
5.05	1	25.607
5.06	1	25.989
5.07	1	26.281
5.08	1	26.454
5.09	1	26.829
5.1	1	27.463
5.11	1	27.38
5.12	1	28.48
5.13	1	28.411
5.14	1	29.067
5.15	1	28.971
5.16	1	29.321
5.17	1	29.535
5.18	1	29.017
5.19	1	29.396
5.2	1	29.956
5.21	1	30.164
5.22	1	30.917
5.23	1	30.603
5.24	1	30.47
5.25	1	31.422
5.26	1	31.63
5.27	1	32.993
5.28	1	32.696
5.29	1	32.544
5.3	1	33.036
5.31	1	32.626
5.32	1	32.124
5.33	1	33.809
5.34	1	33.564
5.35	1	34.548
5.36	1	34.503
5.37	1	34.674
5.38	1	34.327
5.39	1	35.19
5.4	1	34.803
5.41	1	35.385
5.42	1	35.468
5.43	1	35.912
5.44	1	37.172
5.45	1	36.178
5.46	1	36.3
5.47	1	37.408
5.48	1	36.663
5.49	1	37.232
5.5	1	36.883
5.51	1	37.91
5.52	1	38.257
5.53	1	38.535
5.54	1	38.498
5.55	1	39.056
5.56	1	38.755
5.57	1	38.386
5.58	1	39.221
5.59	1	40.151
5.6	1	40.752
5.61	1	40.71
5.62	1	40.221
5.63	1	40.924
5.64	1	40.456
5.65	1	41.55
5.66	1	41.707
5.67	1	40.988
5.68	1	41.844
5.69	1	43.068
5.7	1	41.499
5.71	1	42.422
5.72	1	42.214
5.73	1	42.724
5.74	1	42.673
5.75	1	43.935
5.76	1	43.532
5.77	1	44.299
5.78	1	44.815
5.79	1	44.589
5.8	1	45.314
5.81	1	45.144
5.82	1	45.356
5.83	1	45.921
5.84	1	46.49
5.85	1	46.079
5.86	1	47.324
5.87	1	46.128
5.88	1	45.938
5.89	1	47.363
5.9	1	46.339
5.91	1	46.301
5.92	1	47.919
5.93	1	48.307
5.94	1	48.29
5.95	1	48.57
5.96	1	49.227
5.97	1	49.011
5.98	1	49.559
5.99	1	49.54
6	-1	49.758
6.01	-1	50.626
6.02	-1	50.441
6.03	-1	49.34
6.04	-1	49.398
6.05	-1	49.377
6.06	-1	47.707
6.07	-1	47.04
6.08	-1	48.593
6.09	-1	47.772
6.1	-1	46.779
6.11	-1	47.595
6.12	-1	47.366
6.13	-1	47.696
6.14	-1	46.391
6.15	-1	46.146
6.16	-1	45.431
6.17	-1	44.457
6.18	-1	45.145
6.19	-1	45.819
6.2	-1	44.46
6.21	-1	44.866
6.22	-1	43.759
6.23	-1	44.975
6.24	-1	44.639
6.25	-1	43.319
6.26	-1	42.972
